Hexanchus griseus
Hypsolebias hellneri
Australoheros autrani
Rineloricaria maquinensis
Apareiodon piracicabae
Geophagus itapicuruensis
Rhamdioglanis transfasciatus
Parotocinclus arandai
Diapoma lepiclastum
Cynolebias attenuatus
Pituna brevirostrata
Geophagus obscurus
Phalloceros reisi
Characidium vestigipinne
Conorhynchos conirostris
Hisonotus charrua
Pimelodella boschmai
Schizodon intermedius
Pareiorhaphis parmula
Hisonotus armatus
Hisonotus leucophrys
Planaltina britskii
Schizodon australis
Crenicichla igara
Matilebias cyaneus
Pareiorhaphis hypselurus
Hypostomus francisci
Neoplecostomus ribeirensis
Pterodoras granulosus
Hypostomus albopunctatus
Phalloceros pellos
Serrasalmus rhombeus
Sorubim lima
Mucurilebias leitaoi
Melanorivulus pinima
Cambeva mboycy
Hypostomus margaritifer
Homodiaetus anisitsi
Atlantirivulus simplicis
Pinirampus pirinampu
Mylossoma duriventre
Pimelodella australis
Brachyhypopomus pinnicaudatus
Epactionotus bilineatus
Cnesterodon iguape
Oligosarcus jenynsii
Pimelodus atrobrunneus
Parotocinclus prata
Australoheros facetus
Imparfinis mirini
Microglanis leptostriatus
Hypostomus microstomus
Steindachneridion melanodermatum
Homodiaetus graciosa
Gymnolebias gymnoventris
Apareiodon vittatus
Megalonema platanum
Hypostomus hermanni
Apareiodon itapicuruensis
Bryconamericus ecai
Galeocharax gulo
Hyphessobrycon itaparicensis
Microcambeva barbata
Cambeva tupinamba
Hypsolebias janaubensis
Leporinus amblyrhynchus
Pachyurus bonariensis
Glandulocauda melanopleura
Leporinus bahiensis
Hypostomus iheringii
Plesiolebias fragilis
Astyanax biotae
Phallotorynus fasciolatus
Pimelodella longipinnis
Hoplias australis
Hyphessobrycon duragenys
Astyanax intermedius
Bryconamericus pyahu
Planaltina glandipedis
Gymnotus sylvius
Loricariichthys rostratus
Brycon opalinus
Proloricaria prolixa
Laetacara dorsigera
Psalidodon eigenmanniorum
Lampiella gibbosa
Ophthalmolebias perpendicularis
Hypostomus paulinus
Phalloceros enneaktinos
Simpsonichthys punctulatus
Scleromystax barbatus
Leporinus amae
Hoplias lacerdae
Moenkhausia lepidura
Hoplerythrinus unitaeniatus
Trichomycterus taroba
Brachyhypopomus jureiae
Oligosarcus pintoi
Ophthalmolebias suzarti
Trachelyopterus lucenai
Parodon nasus
Serrapinnus notomelas
Xenurolebias myersi
Neoplecostomus selenae
Megalechis thoracata
Kolpotocheirodon figueiredoi
Epactionotus itaimbezinho
Crenicichla jaguarensis
Hypsolebias longignatus
Oxydoras niger
Tatia neivai
Neoplecostomus franciscoensis
Nematolebias papilliferus
Hypostomus lima
Pituna schindleri
Kolpotocheirodon theloura
Pareiorhaphis nasuta
Glaphyropoma spinosum
Mimagoniates rheocharis
Cheirodon parahybae
Cambeva naipi
Corumbataia cuestae
Tembeassu marauna
Hoplias brasiliensis
Odontesthes mirinensis
Pareiorhina carrancas
Crenicichla minuano
Pimelodus maculatus
Isbrueckerichthys calvus
Hyphessobrycon micropterus
Trichogenes longipinnis
Odontesthes bicudo
Hypostomus roseopunctatus
Spintherobolus broccae
Corydoras undulatus
Pimelodella vittata
Cnesterodon brevirostratus
Rineloricaria henselii
Pareiorhaphis bahianus
Astyanax jacobinae
Crenicichla iguassuensis
Rhaphiodon vulpinus
Hypostomus obtusirostris
Astyanax jenynsii
Trachelyopterus teaguei
Prochilodus argenteus
Pimelodella eigenmanniorum
Pimelodella transitoria
Gymnogeophagus rhabdotus
Rineloricaria steindachneri
Austrolebias univentripinnis
Hyphessobrycon iheringi
Hypomasticus garmani
Deuterodon luetkenii
Steindachnerina biornata
Phalloceros mikrommatos
Cambeva variegata
Trichomycterus landinga
Hollandichthys multifasciatus
Acantholebias luteoflammulatus
Heptapterus multiradiatus
Hypostomus carvalhoi
Odontesthes humensis
Trichomycterus caipora
Atlantirivulus depressus
Astyanax brevirhinus
Atlantirivulus nudiventris
Steindachnerina elegans
Cynolebias leptocephalus
Hypsolebias gibberatus
Trichomycterus brasiliensis
Hypsolebias similis
Gymnotus bahianus
Lepthoplosternum pectorale
Characidium bimaculatum
Otocinclus affinis
Pimelodus pohli
Phalloceros megapolos
Titanolebias prognathus
Crenicichla empheres
Cynopoecilus nigrovittatus
Hypostomus papariae
Neoplecostomus variipictus
Hypsolebias ocellatus
Hypostomus uruguayensis
Characidium vidali
Pachyurus adspersus
Pimelodella papariae
Rhyacoglanis pulcher
Leporinus friderici
Listrura picinguabae
Salminus hilarii
Pseudotocinclus parahybae
Characidium bahiense
Pseudocorynopoma doriae
Aphyocheirodon hemigrammus
Schizodon fasciatus
Melanorivulus paracatuensis
Harttia garavelloi
Apareiodon hasemani
Acestrorhynchus britskii
Microlepidogaster perforatus
Tatia jaracatia
Phalloceros uai
Taunayia bifasciata
Schizodon knerii
Brycon ferox
Astyanax pelecus
Hasemania maxillaris
Leporinus paranensis
Gymnotus pantanal
Parotocinclus muriaensis
Australoheros muriae
Proloricaria lentiginosa
Characidium alipioi
Astyanax ribeirae
Cynolebias altus
Imparfinis borodini
Hisonotus montanus
Corydoras multimaculatus
Rineloricaria quadrensis
Cyanocharax dicropotamicus
Aspidoras spilotus
Campellolebias chrysolineatus
Phalloceros elachistos
Hypostomus brevicauda
Pogonopoma obscurum
Pogonopoma wertheimeri
Roeboides microlepis
Ophthalmolebias rosaceus
Trichomycterus vermiculatus
Phalloceros heptaktinos
Phalloceros alessandrae
Scleromystax macropterus
Trichomycterus bahianus
Parotocinclus cesarpintoi
Cynopoecilus intimus
Pseudotothyris obtusa
Campellolebias intermedius
Piabina anhembi
Garcialebias minuano
Cambeva plumbea
Pareiorhaphis vestigipinnis
Australoheros ipatinguensis
Pimelodus ortmanni
Characidium lagosantense
Luciopimelodus pati
Trichomycterus paquequerense
Hypsolebias alternatus
Steindachneridion parahybae
Rineloricaria baliola
Rineloricaria sanga
Anchoviella vaillanti
Melanorivulus pictus
Hyphessobrycon meridionalis
Astyanax parahybae
Chasmocranus lopezae
Hyphessobrycon taurocephalus
Hypostomus nigromaculatus
Pimelodus fur
Deuterodon langei
Trichomycterus itatiayae
Isbrueckerichthys saxicola
Hypostomus nudiventris
Glaphyropoma rodriguesi
Spintherobolus papilliferus
Moenkhausia intermedia
Pimelodella brasiliensis
Brachyhypopomus draco
Jenynsia weitzmani
Pimelodella robinsoni
Hyphessobrycon coelestinus
Ophthalmolebias bokermanni
Oligosarcus robustus
Astyanax varzeae
Hypostomus denticulatus
Melanorivulus egens
Astyanax schubarti
Trichomycterus papilliferus
Neoplecostomus paranensis
Hyphessobrycon negodagua
Trichomycterus immaculatus
Ancistrus taunayi
Compsura heterura
Pimelodella eigenmanni
Aspidoras menezesi
Nematolebias whitei
Characidium timbuiense
Rhamdiopsis moreirai
Microglanis eurystoma
Bryconamericus tenuis
Characidium tenue
Titanolebias cheradophilus
Sternopygus macrurus
Hisonotus paulinus
Astyanax bockmanni
Leporinus microphthalmus
Characidium interruptum
Serrapinnus heterodon
Kryptolebias ocellatus
Listrura boticario
Neoplecostomus espiritosantensis
Ituglanis paraguassuensis
Microglanis pataxo
Hisonotus iota
Triportheus guentheri
Acrolebias carvalhoi
Glanidium melanopterum
Hypsolebias flagellatus
Curculionichthys insperatus
Rhamdella longiuscula
Leporinus piau
Deuterodon longirostris
Hypostomus wuchereri
Cynopotamus argenteus
Microglanis parahybae
Pareiorhaphis hystrix
Hemisorubim platyrhynchos
Hypomasticus mormyrops
Hypostomus chrysostiktos
Hypostomus strigaticeps
Loricariichthys anus
Paraloricaria vetula
Sternarchella curvioperculata
Brasilicereus estevesii
Estevesia alex-bragae
Chromis enchrysura
Chromis scotti
Stegastes pictus
Stegastes variabilis
Stegastes partitus
Stegastes leucostictus
Abudefduf saxatilis
Stegastes uenfi
Chromis multilineata
Microspathodon chrysurus
Brachycephalus pitanga
Boana caipora
Vitta virginea
Xenomystax congroides
Bellator brachychir
Anchoa parva
Lactophrys bicaudalis
Atractodenchelys phrix
Notarius quadriscutis
Muraena melanotis
Haemulon plumierii
Rhomboplites aurorubens
Hoplunnis tenuis
Cynoponticus savanna
Pristipomoides aquilonaris
Ophichthus ophis
Mugil curema
Lutjanus buccanella
Canthigaster figueiredoi
Sphoeroides pachygaster
Strongylura timucu
Bellator ribeiroi
Haemulon album
Pseudomyrophis fugesae
Lutjanus jocu
Paraconger guianensis
Bagre bagre
Sciades herzbergii
Orthopristis ruber
Cookeolus japonicus
Acromycter atlanticus
Genyatremus cavifrons
Dysommina rugosa
Etelis oculatus
Serrivomer beanii
Gymnothorax polygonius
Centropomus parallelus
Canthidermis sufflamen
Neoconger mucronatus
Zenopsis conchifer
Astroscopus y-graecum
Avocettina infans
Aldrovandia affinis
Lactophrys triqueter
Pristipomoides macrophthalmus
Hoplunnis macrura
Xanthichthys ringens
Lagocephalus laevigatus
Ichthyapus ophioneus
Mugil liza
Corniger spinosus
Mola mola
Polydactylus virginicus
Mulloidichthys martinicus
Callechelys bilinearis
Nettastoma melanurum
Myrichthys ocellatus
Canthidermis maculata
Harengula jaguana
Haemulon aurolineatum
Aldrovandia gracilis
Allobates paleovarzensis
Bokermannohyla juiju
Thecadactylus rapicauda
Lygophis lineatus
Spilotes pullatus
Dendrophryniscus organensis
Onychoteuthis prolata
Lophogobius cyprinoides
Bathygobius mystacium
Akko dionaea
Elacatinus figaro
Gobionellus stomatus
Lythrypnus brasiliensis
Elacatinus pridisi
Apogon americanus
Apogon planifrons
Barbulifer enigmaticus
Elacatinus phthirophagus
Nyctimantis arapapa
Osteocephalus castaneicola
Pristimantis reichlei
Scinax iquitorum
Ophichthus gomesii
Anchoa lyolepis
Labichthys carinatus
Megalops atlanticus
Caranx latus
Centropomus ensiferus
Centropomus mexicanus
Centropomus pectinatus
Centropomus undecimalis
Conus pseudocardinalis
Conasprella damasoi
Conasprella henckesi
Conasprella schirrmeisteri
Conus villepinii
Conus clerii
Conus lemniscatus
Conasprella mindana
Conus worki
Conasprella delucai
Conus selenae
Conasprella acutimarginata
Conus archetypus
Conasprella bajanensis
Conasprella puncticulata
Conasprella centurio
Conus scopulorum
Conus regius
Diapterus rhombeus
Eucinostomus harengulus
Awaous banana
Rhonciscus crocro
Pristimantis academicus
Rypticus saponaceus
Achirus lineatus
Trinectes paulistanus
Diodon eydouxii
Melichthys niger
Ranzania laevis
Sphoeroides spengleri
Sphoeroides greeleyi
Masturus lanceolatus
Acanthostracion polygonius
Acanthostracion quadricornis
Colomesus psittacus
Diodon hystrix
Sphoeroides tyleri
Balistes capriscus
Hollardia hollardi
Chilomycterus reticulatus
Canthigaster rostrata
Sphoeroides testudineus
Chilomycterus antillarum
Lactophrys trigonus
Diodon holocanthus
Magnolia amazonica
Magnolia irwiniana
Magnolia ovata
Magnolia rimachii
Magnolia sellowiana
Gramma brasiliensis
Elops smithi
Ocyurus chrysurus
Lutjanus synagris
Lutjanus vivanus
Anisotremus surinamensis
Anisotremus virginicus
Boridia grossidens
Conodon nobilis
Haemulon boschmae
Haemulon chrysargyreum
Haemulon flavolineatum
Haemulon melanurum
Haemulon parra
Haemulopsis corvinaeformis
Rhincodon typus
Chlopsis bicolor
Ariosoma balearicum
Awaous flavus
Chilorhinus suensonii
Kaupichthys hyoproroides
Echidna catenata
Enchelycore carychroa
Enchelycore nigricans
Gymnothorax conspersus
Gymnothorax funebris
Gymnothorax miliaris
Gymnothorax moringa
Gymnothorax ocellatus
Gymnothorax vicinus
Muraena pavonina
Muraena retifera
Uropterygius macularius
Aldrovandia phalacra
Halosauropsis macrochir
Ptereleotris randalli
Acyrtus pauciradiatus
Pelicinus marmoratus
Ijimaia antillarum
Aspistor luniscutis
Bagre marinus
Cathorops agassizii
Cathorops arenatus
Hemidactylus mabouia
Notarius grandicassis
Sciades passany
Mugil rubrioculus
Amphiarius phrygiatus
Notarius rugispinis
Boa constrictor
Clelia clelia
Imantodes cenchoa
Leptodeira annulata
Leptophis ahaetulla
Pseudopalaemon gouldingi
Macrobrachium iheringi
Macrobrachium amazonicum
Macrobrachium denticulatum
Pseudopalaemon amazonensis
Euryrhynchus burchelli
Potimirim potimirim
Macrobrachium heterochirus
Macrobrachium depressimanum
Macrobrachium ferreirai
Macrobrachium surinamicum
Palaemonetes ivonicus
Euryrhynchus wrzesniowskii
Macrobrachium rosenbergii
Atya scabra
Macrobrachium brasiliense
Pseudopalaemon nigramnis
Macrobrachium carcinus
Pseudopalaemon chryseus
Macrobrachium acanthurus
Macrobrachium jelskii
Euryrhynchus amazoniensis
Palaemonetes argentinus
Macrobrachium borellii
Macrobrachium nattereri
Pseudopalaemon bouvieri
Macrobrachium inpa
Cryphiops brasiliensis
Palaemonetes carteri
Macrobrachium olfersii
Atya gabonensis
Macrobrachium potiuna
Macrobrachium aracamuni
Palaemonetes mercedae
Oxybelis fulgidus
Oxybelis aeneus
Oxyrhopus petolarius
Sibon nebulatus
Xenodon rabdocephalus
Ariosoma opistophthalmum
Bascanichthys paulensis
Conger esculentus
Letharchus aliculatus
Gorgasia inferomaculata
Myrichthys breviceps
Saurenchelys stylura
Rhynchoconger gracilior
Ilyophis brunneus
Heteroconger longissimus
Pseudomyrophis frio
Haptenchelys texis
Myrophis punctatus
Echiophis intertinctus
Herpetoichthys regius
Phaenomonas longissima
Gordiichthys leibyi
Pseudophichthys splendens
Ophichthus brasiliensis
Stemonidium hypomelas
Bathycongrus bullisi
Ophichthus menezesi
Ophichthus cylindroideus
Rhynchoconger flavus
Histiobranchus bathybius
Hoplunnis similis
Echiophis punctifer
Apterichtus ansp
Xenomystax bidentatus
Venefica procera
Synaphobranchus calvus
Serrivomer schmidti
Bathycongrus thysanochilus
Ahlia egmontis
Nemichthys curvirostris
Caralophia loxochila
Avocettina paucipora
Myrophis platyrhynchus
Synaphobranchus brevidorsalis
Heteroconger camelopardalis
Quassiremus ascensionis
Bathycongrus dubius
Crassostrea tulipa
Acrocomia aculeata
Platydoras armatulus
Pterygoplichthys disjunctivus
Amphisbaena fuliginosa
Alopoglossus brevifrontalis
Hoplocercus spinosus
Anolis auratus
Anolis fuscoauratus
Enyalius bilineatus
Enyalius brasiliensis
Enyalius catenatus
Enyalius iheringii
Enyalius leechii
Enyalius perditus
Urostrophus vautieri
Polychrus acutirostris
Polychrus liogaster
Polychrus marmoratus
Chatogekko amazonicus
Coleodactylus brachystoma
Coleodactylus meridionalis
Ameiva ameiva
Cnemidophorus lemniscatus
Liotyphlops caissara
Liotyphlops ternetzii
Liotyphlops wilderi
Typhlophis squamosus
Corallus batesii
Corallus caninus
Corallus hortulanus
Epicrates maurus
Chironius exoletus
Dendrophidion dendrophis
Palusophis bifossatus
Mastigodryas boddaerti
Mastigodryas pleei
Tantilla melanocephala
Clelia plumbea
Paraphimophis rustica
Erythrolamprus aesculapii
Ninia hudsoni
Phimophis guerini
Phimophis guianensis
Pomacea pealiana
Pseudoboa coronata
Pseudoboa neuwiedii
Pseudoboa nigra
Siphlophis cervinus
Trilepida macrolepis
Balistes vetula
Delonix regia
Araucaria angustifolia
Podocarpus lambertii
Podocarpus sellowii
Podocarpus transiens
Retrophyllum piresii
Podocarpus acuminatus
Carcharhinus limbatus
Carcharhinus obscurus
Carcharhinus plumbeus
Carcharias taurus
Carcharodon carcharias
Leptolejeunea tridentata
Notorynchus cepedianus
Centrophorus granulosus
Squalus acanthias
Squatina occulta
Odontaspis noronhai
Pseudocarcharias kamoharai
Megachasma pelagios
Alopias vulpinus
Isurus oxyrinchus
Schroederichthys bivius
Galeorhinus galeus
Mustelus canis
Carcharhinus brevipinna
Carcharhinus falciformis
Carcharhinus leucas
Carcharhinus longimanus
Galeocerdo cuvier
Negaprion brevirostris
Prionace glauca
Sphyrna lewini
Sphyrna mokarran
Sphyrna tiburo
Sphyrna zygaena
Potamotrygon leopoldi
Aetobatus narinari
Stegastes sanctipauli
Pereskia aureiflora
Tacinga werneri
Tacinga estevesii
Pseudoacanthocereus brasiliensis
Rhipsalis russellii
Rhipsalis oblonga
Rhipsalis crispata
Rhipsalis pacheco-leonis
Rhipsalis cereoides
Rhipsalis sulcata
Rhipsalis pilocarpa
Rhipsalis hoelleri
Schlumbergera kautskyi
Schlumbergera microsphaerica
Schlumbergera opuntioides
Brasilicereus markgrafii
Cereus mirabella
Cipocereus laniflorus
Cipocereus crassisepalus
Cipocereus bradei
Cipocereus pusilliflorus
Pierrebraunia bahiensis
Arrojadoa dinae
Arrojadoa eriocaulis
Pilosocereus azulensis
Pilosocereus arrabidae
Pilosocereus glaucochrous
Pilosocereus floccosus
Pilosocereus fulvilanatus
Pilosocereus magnificus
Pilosocereus aureispinus
Pilosocereus multicostatus
Pilosocereus piauhyensis
Micranthocereus violaciflorus
Micranthocereus albicephalus
Micranthocereus auriazureus
Micranthocereus streckeri
Micranthocereus polyanthus
Siccobaccatus dolichospermaticus
Tacinga braunii
Coleocephalocereus purpureus
Melocactus conoideus
Melocactus deinacanthus
Melocactus azureus
Melocactus ferreophilus
Melocactus pachyacanthus
Melocactus lanssensianus
Melocactus glaucescens
Melocactus paucispinus
Melocactus violaceus
Facheiroa ulei
Facheiroa cephaliomelana
Espostoopsis dybowskii
Arthrocereus melanurus
Arthrocereus rondonianus
Arthrocereus glaziovii
Discocactus zehntneri
Discocactus bahiensis
Discocactus heptacanthus
Discocactus catingicola
Discocactus placentiformis
Discocactus pseudoinsignis
Discocactus horstii
Uebelmannia buiningii
Uebelmannia gummifera
Uebelmannia pectinifera
Pseudobatos horkelii
Rhinella marina
Carcharhinus galapagensis
Carcharhinus brachyurus
Centroscymnus coelolepis
Echinorhinus brucus
Heptranchias perlo
Isistius brasiliensis
Odontaspis ferox
Podocarpus aracensis
Podocarpus brasiliensis
Podocarpus celatus
Podocarpus salicifolius
Cetorhinus maximus
Apristurus parvipinnis
Mitsukurina owstoni
Benthobatis kreffti
Galeus mincaronei
Mustelus fasciatus
Psammobatis bergi
Psammobatis extenta
Schroederichthys saurisqualus
Schroederichthys tenuis
Scyliorhinus haeckelii
Potamotrygon schuemacheri
Rhinoptera brasiliensis
Sympterygia bonapartii
Urotrygon microphthalmum
Sympterygia acuta
Dipturus leptocaudus
Rajella sadowskii
Gurgesiella dorsalifera
Rhizoprionodon lalandii
Discopyge tschudii
Pereskia aculeata
Pereskia grandifolia
Pereskia bahiensis
Pereskia stenantha
Quiabentia zehntneri
Tacinga funalis
Tacinga palmadora
Tacinga saxatilis
Tacinga inamoena
Brasiliopuntia brasiliensis
Opuntia monacantha
Hylocereus setaceus
Epiphyllum phyllanthus
Lepismium houlletianum
Lepismium warmingianum
Lepismium cruciforme
Rhipsalis elliptica
Rhipsalis floccosa
Rhipsalis paradoxa
Caiman crocodilus
Caiman latirostris
Caiman yacare
Paleosuchus palpebrosus
Paleosuchus trigonatus
Melanophryniscus montevidensis
Melanophryniscus pachyrhynus
Hyalinobatrachium mondolfii
Hyalinobatrachium munozorum
Allobates brunneus
Ameerega trivittata
Boana benitezi
Dendropsophus bifurcus
Dendropsophus bokermanni
Dendropsophus brevifrons
Bokermannohyla gouveai
Dendropsophus haraldschultzi
Dendropsophus koechlini
Dendropsophus microcephalus
Pseudis paradoxa
Adelophryne adiastola
Adenomera andreae
Oreobates cruralis
Eleutherodactylus johnstonei
Leptodactylus bolivianus
Leptodactylus didymus
Leptodactylus fuscus
Leptodactylus validus
Leptodactylus discodactylus
Chiasmocleis antenori
Chiasmocleis tridactyla
Bolitoglossa altamazonica
Gymnura micrura
Rhinoptera bonasus
Tetronarce puelcha
Harriotta raleighana
Dasyatis hypostigma
Hypanus say
Styracura schmardae
Mobula tarapacana
Mobula thurstoni
Sphyrna media
Sphyrna tudes
Mustelus schmitti
Mustelus higmani
Cirrhigaleus asper
Euprotomicrus bispinatus
Isistius plutodus
Squaliolus laticaudus
Zameus squamulosus
Carcharhinus perezi
Isogomphodon oxyrhynchus
